Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/201 [00:00<?, ?it/s]Loading weights:   1%|          | 2/201 [00:00<00:15, 12.92it/s]Loading weights:  11%|█         | 22/201 [00:00<00:01, 89.97it/s]Loading weights:  16%|█▋        | 33/201 [00:00<00:01, 94.27it/s]Loading weights:  22%|██▏       | 45/201 [00:00<00:01, 100.08it/s]Loading weights:  28%|██▊       | 56/201 [00:00<00:01, 97.11it/s] Loading weights:  33%|███▎      | 66/201 [00:00<00:01, 83.84it/s]Loading weights:  38%|███▊      | 76/201 [00:00<00:01, 84.37it/s]Loading weights:  42%|████▏     | 85/201 [00:01<00:01, 80.98it/s]Loading weights:  47%|████▋     | 95/201 [00:01<00:01, 76.18it/s]Loading weights:  52%|█████▏    | 105/201 [00:01<00:01, 75.00it/s]Loading weights:  57%|█████▋    | 114/201 [00:01<00:01, 76.98it/s]Loading weights:  61%|██████    | 123/201 [00:01<00:01, 76.23it/s]Loading weights:  66%|██████▌   | 132/201 [00:01<00:00, 73.66it/s]Loading weights:  72%|███████▏  | 144/201 [00:01<00:00, 85.05it/s]Loading weights:  76%|███████▌  | 153/201 [00:01<00:00, 76.45it/s]Loading weights:  80%|████████  | 161/201 [00:02<00:00, 71.54it/s]Loading weights:  84%|████████▍ | 169/201 [00:02<00:00, 69.17it/s]Loading weights:  88%|████████▊ | 177/201 [00:02<00:00, 67.66it/s]Loading weights:  93%|█████████▎| 186/201 [00:02<00:00, 72.38it/s]Loading weights:  97%|█████████▋| 195/201 [00:02<00:00, 68.54it/s]Loading weights: 100%|██████████| 201/201 [00:02<00:00, 78.66it/s]
DENSO · atencion completa en las 22 capas · sin conv corta
TinyLlama/TinyLlama-1.1B-Chat-v1.0 · 1.10 B CONGELADOS · entrenables 2.11 M (0.192 %) · rango 256 · cuda
escritura capa 11 · lectura capa 2 · 15 entidades · 8 valores · 2 relaciones · batch 4 · archivo 8 · 22 bloques
abstencion 'None' -> 6213 · piso trivial de responder al azar 1/8 = 0.1250
PISO DEL MUDO: abstenerse SIEMPRE da GLOBAL 0.4000. Por debajo de eso el modelo es peor que el silencio.
calentando 6000 pasos sin casos de abstencion
  paso    1 · perdida  6.1455 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 1.4 s/paso  (calentando, sin abstencion)
  paso 13250 · perdida  0.3656 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13275 · perdida  0.7495 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 0.00/aus 1.00) · invento 0.5000 · 0.2 s/paso
  paso 13300 · perdida  1.2816 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 0.50/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 13325 · perdida  0.5650 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.6667 (rel 1.00/aus 0.50) · invento 0.3333 · 0.2 s/paso
  paso 13350 · perdida  0.4141 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13375 · perdida  1.6186 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 13400 · perdida  0.9752 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13425 · perdida  0.9584 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13450 · perdida  0.8124 · GLOBAL 0.5000 · acierto 0.6667 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 13475 · perdida  0.1195 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13500 · perdida  0.6716 · GLOBAL 0.5000 · acierto 0.6667 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 13525 · perdida  0.2077 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13550 · perdida  0.4557 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13575 · perdida  2.0322 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 13600 · perdida  1.1873 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 0.67/aus nan) · invento 0.3333 · 0.2 s/paso
  paso 13625 · perdida  0.3854 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13650 · perdida  1.4669 · GLOBAL 0.2500 · acierto 0.5000 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 13675 · perdida  1.1133 · GLOBAL 0.2500 · acierto 0.3333 · vigente 0.5000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 13700 · perdida  0.6453 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13725 · perdida  0.3895 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel nan/aus 0.50) · invento 0.5000 · 0.2 s/paso
  paso 13750 · perdida  0.8190 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13775 · perdida  0.5137 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13800 · perdida  0.8935 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 0.50/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 13825 · perdida  1.4393 · GLOBAL 0.2500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 13850 · perdida  0.9527 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13875 · perdida  1.2188 · GLOBAL 0.5000 · acierto 0.0000 · vigente nan · nose 0.6667 (rel 0.00/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 13900 · perdida  0.9799 · GLOBAL 0.7500 · acierto nan · vigente nan · nose 0.7500 (rel 0.50/aus 1.00) · invento 0.2500 · 0.2 s/paso
  paso 13925 · perdida  0.5289 · GLOBAL 0.7500 · acierto 0.7500 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 13950 · perdida  0.4840 · GLOBAL 0.7500 · acierto 0.6667 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 13975 · perdida  0.1509 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14000 · perdida  0.6356 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14025 · perdida  1.3629 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14050 · perdida  0.8632 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 1.00/aus 0.00) · invento 0.6667 · 0.2 s/paso
  paso 14075 · perdida  0.4896 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14100 · perdida  0.4412 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 14125 · perdida  0.6858 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14150 · perdida  0.1505 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14175 · perdida  0.7975 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 14200 · perdida  0.9533 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14225 · perdida  0.8117 · GLOBAL 0.5000 · acierto 0.5000 · vigente nan · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14250 · perdida  0.1334 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14275 · perdida  0.3824 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14300 · perdida  0.3988 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14325 · perdida  0.7938 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 0.00/aus 1.00) · invento 0.5000 · 0.2 s/paso
  paso 14350 · perdida  0.2787 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14375 · perdida  0.2698 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14400 · perdida  0.2790 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14425 · perdida  0.8434 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 14450 · perdida  0.2583 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14475 · perdida  0.2856 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14500 · perdida  1.1229 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 14525 · perdida  0.5356 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14550 · perdida  0.7664 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14575 · perdida  0.5833 · GLOBAL 0.7500 · acierto 0.5000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14600 · perdida  0.6205 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 14625 · perdida  2.0597 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 14650 · perdida  0.5840 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14675 · perdida  0.4176 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14700 · perdida  0.5280 · GLOBAL 0.7500 · acierto 0.5000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14725 · perdida  0.6668 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14750 · perdida  0.9307 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14775 · perdida  0.5967 · GLOBAL 0.7500 · acierto 0.0000 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14800 · perdida  0.5686 · GLOBAL 0.7500 · acierto 0.5000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14825 · perdida  0.9456 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 14850 · perdida  0.3534 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel nan/aus 0.50) · invento 0.5000 · 0.2 s/paso
  paso 14875 · perdida  0.4052 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.6667 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 14900 · perdida  0.4999 · GLOBAL 0.7500 · acierto 0.6667 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14925 · perdida  0.8156 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14950 · perdida  0.6948 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 14975 · perdida  1.5822 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15000 · perdida  1.0881 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.3333 (rel 0.00/aus 0.50) · invento 0.6667 · 0.2 s/paso
  paso 15025 · perdida  1.9803 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 15050 · perdida  0.5184 · GLOBAL 0.7500 · acierto 1.0000 · vigente 1.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 15075 · perdida  2.2033 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.5000 (rel nan/aus 0.50) · invento 0.5000 · 0.2 s/paso
  paso 15100 · perdida  0.4154 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 15125 · perdida  0.6825 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 15150 · perdida  0.3353 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 15175 · perdida  1.5890 · GLOBAL 0.2500 · acierto 0.3333 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 15200 · perdida  0.4606 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15225 · perdida  0.7488 · GLOBAL 0.7500 · acierto 0.6667 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15250 · perdida  0.8818 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15275 · perdida  0.1522 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15300 · perdida  0.2543 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15325 · perdida  0.4259 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15350 · perdida  0.6072 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15375 · perdida  1.2128 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15400 · perdida  2.0933 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.3333 (rel 0.00/aus 1.00) · invento 0.6667 · 0.2 s/paso
  paso 15425 · perdida  0.4946 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.6667 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15450 · perdida  0.3538 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15475 · perdida  1.3550 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15500 · perdida  1.3537 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15525 · perdida  0.2967 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15550 · perdida  0.5831 · GLOBAL 0.7500 · acierto 0.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15575 · perdida  1.2327 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.3333 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15600 · perdida  1.0196 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.5000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15625 · perdida  0.6225 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15650 · perdida  0.4207 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15675 · perdida  0.5277 · GLOBAL 0.7500 · acierto 0.6667 · vigente nan · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15700 · perdida  0.6832 · GLOBAL 0.5000 · acierto 0.0000 · vigente nan · nose 0.6667 (rel 0.50/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 15725 · perdida  1.1335 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15750 · perdida  0.3322 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15775 · perdida  0.8065 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.6667 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15800 · perdida  1.4450 · GLOBAL 0.5000 · acierto 0.6667 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 15825 · perdida  1.4261 · GLOBAL 0.2500 · acierto 0.2500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15850 · perdida  0.8732 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.5000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 15875 · perdida  1.8898 · GLOBAL 0.0000 · acierto 0.0000 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 15900 · perdida  0.4779 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15925 · perdida  1.0427 · GLOBAL 0.2500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 15950 · perdida  0.4135 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.5000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 15975 · perdida  0.6728 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16000 · perdida  0.7366 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16025 · perdida  1.0086 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16050 · perdida  0.9297 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 0.6667 (rel nan/aus 0.67) · invento 0.3333 · 0.2 s/paso
  paso 16075 · perdida  1.9002 · GLOBAL 0.2500 · acierto 0.0000 · vigente 0.0000 · nose 0.3333 (rel 0.00/aus 0.50) · invento 0.6667 · 0.2 s/paso
  paso 16100 · perdida  0.5371 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16125 · perdida  0.4056 · GLOBAL 0.7500 · acierto 0.7500 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16150 · perdida  0.4275 · GLOBAL 1.0000 · acierto 1.0000 · vigente nan · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16175 · perdida  0.5526 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 16200 · perdida  0.9198 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.0000 (rel 0.00/aus nan) · invento 1.0000 · 0.2 s/paso
  paso 16225 · perdida  0.5079 · GLOBAL 0.7500 · acierto 0.6667 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16250 · perdida  0.1344 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16275 · perdida  0.3961 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16300 · perdida  0.4351 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 0.00/aus 1.00) · invento 0.5000 · 0.2 s/paso
  paso 16325 · perdida  0.9155 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose 0.5000 (rel 0.50/aus nan) · invento 0.5000 · 0.2 s/paso
  paso 16350 · perdida  0.8940 · GLOBAL 0.5000 · acierto 0.3333 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16375 · perdida  1.2201 · GLOBAL 0.5000 · acierto 0.0000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16400 · perdida  0.3865 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel nan/aus 0.67) · invento 0.3333 · 0.2 s/paso
  paso 16425 · perdida  0.3812 · GLOBAL 1.0000 · acierto 1.0000 · vigente 1.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16450 · perdida  0.7859 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.6667 (rel 0.00/aus 1.00) · invento 0.3333 · 0.2 s/paso
  paso 16475 · perdida  1.1807 · GLOBAL 0.2500 · acierto 0.3333 · vigente 0.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 16500 · perdida  0.9145 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16525 · perdida  0.4754 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel nan/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16550 · perdida  0.5167 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel 1.00/aus 0.00) · invento 0.5000 · 0.2 s/paso
  paso 16575 · perdida  1.3573 · GLOBAL 0.5000 · acierto 1.0000 · vigente nan · nose 0.3333 (rel 0.00/aus 1.00) · invento 0.6667 · 0.2 s/paso
  paso 16600 · perdida  0.4646 · GLOBAL 0.7500 · acierto 1.0000 · vigente nan · nose 0.5000 (rel nan/aus 0.50) · invento 0.5000 · 0.2 s/paso
  paso 16625 · perdida  0.7171 · GLOBAL 0.7500 · acierto 0.5000 · vigente 0.0000 · nose 1.0000 (rel 1.00/aus 1.00) · invento 0.0000 · 0.2 s/paso
  paso 16650 · perdida  0.8215 · GLOBAL 0.5000 · acierto 1.0000 · vigente 1.0000 · nose 0.0000 (rel nan/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 16675 · perdida  1.1991 · GLOBAL 0.2500 · acierto 0.5000 · vigente 0.0000 · nose 0.0000 (rel 0.00/aus 0.00) · invento 1.0000 · 0.2 s/paso
  paso 16700 · perdida  0.6423 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose 0.5000 (rel 0.00/aus 1.00) · invento 0.5000 · 0.2 s/paso
  paso 16725 · perdida  1.2134 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.0000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
  paso 16750 · perdida  1.1789 · GLOBAL 0.5000 · acierto 0.5000 · vigente 0.5000 · nose nan (rel nan/aus nan) · invento 0.0000 · 0.2 s/paso
